code,date,Year,Mes,hosp_covid,uso_uci,ocup_hosp,deaths_covid
AL,2022-06-21,2022,6,454.0,1312.0,518.0,1.0
RI,2022-04-23,2022,4,63.0,181.0,65.0,0.0
NY,2022-07-13,2022,7,2895.0,3700.0,3173.0,11.0
ME,2022-04-22,2022,4,112.0,253.0,130.0,0.0
KS,2022-07-30,2022,7,263.0,547.0,298.0,1.0
MD,2022-03-27,2022,3,280.0,903.0,328.0,2.0
AL,2022-02-22,2022,2,1260.0,1420.0,1589.0,23.0
MA,2022-05-23,2022,5,862.0,1150.0,946.0,0.0
AK,2021-03-03,2021,3,34.0,133.0,45.0,1.0
RI,2022-04-18,2022,4,64.0,186.0,68.0,0.0
DE,2021-02-10,2021,2,281.0,272.0,306.0,3.0
SC,2022-04-28,2022,4,133.0,918.0,155.0,0.0
IN,2022-03-31,2022,3,308.0,1538.0,367.0,3.0
OK,2021-01-08,2021,1,2107.0,1309.0,2596.0,48.0
NM,2022-04-20,2022,4,76.0,377.0,88.0,0.0
IL,2022-07-29,2022,7,1508.0,2386.0,1662.0,2.0
MD,2021-01-07,2021,1,2151.0,1294.0,2585.0,21.0
VA,2022-06-07,2022,6,679.0,1384.0,763.0,9.0
VA,2021-03-02,2021,3,1364.0,1644.0,1627.0,20.0
ND,2021-01-30,2021,1,110.0,167.0,131.0,0.0
MN,2022-07-05,2022,7,443.0,687.0,494.0,0.0
MN,2022-03-06,2022,3,452.0,683.0,508.0,1.0
OK,2021-01-02,2021,1,2007.0,1245.0,2501.0,45.0
OK,2021-02-22,2021,2,865.0,1128.0,1084.0,10.0
ID,2022-04-13,2022,4,44.0,189.0,53.0,0.0
ME,2022-06-09,2022,6,155.0,251.0,175.0,0.0
SC,2022-06-02,2022,6,269.0,924.0,299.0,1.0
NC,2021-01-19,2021,1,3695.0,2144.0,4531.0,80.0
HI,2021-01-30,2021,1,93.0,205.0,116.0,1.0
CO,2022-06-19,2022,6,366.0,818.0,423.0,0.0
RI,2022-07-18,2022,7,65.0,200.0,69.0,0.0
NH,2021-01-15,2021,1,271.0,195.0,319.0,5.0
DC,2022-04-13,2022,4,74.0,315.0,83.0,0.0
ID,2022-05-01,2022,5,39.0,174.0,47.0,0.0
MS,2022-08-03,2022,8,444.0,588.0,515.0,5.0
NH,2020-12-31,2020,12,360.0,197.0,424.0,5.0
MT,2022-02-20,2022,2,192.0,131.0,217.0,1.0
WY,2022-03-17,2022,3,14.0,38.0,15.0,0.0
DC,2022-06-13,2022,6,139.0,285.0,149.0,1.0
NJ,2022-05-07,2022,5,674.0,1231.0,730.0,2.0
WY,2021-02-27,2021,2,36.0,42.0,46.0,0.0
SD,2022-03-07,2022,3,122.0,138.0,145.0,0.0
MI,2022-06-30,2022,6,725.0,1970.0,795.0,3.0
CA,2022-03-20,2022,3,2118.0,5370.0,2445.0,7.0
AL,2022-02-20,2022,2,1431.0,1390.0,1783.0,20.0
WI,2022-05-10,2022,5,339.0,904.0,387.0,0.0
LA,2022-07-24,2022,7,546.0,1049.0,653.0,0.0
CA,2021-02-18,2021,2,8239.0,8335.0,10498.0,164.0
OK,2022-05-12,2022,5,121.0,835.0,150.0,0.0
FL,2022-05-31,2022,5,2730.0,5149.0,2988.0,18.0
CO,2022-03-27,2022,3,130.0,751.0,157.0,2.0
KY,2022-06-21,2022,6,480.0,1023.0,543.0,0.0
IA,2022-07-21,2022,7,270.0,420.0,291.0,0.0
OH,2022-04-18,2022,4,557.0,2676.0,627.0,0.0
AR,2022-04-30,2022,4,104.0,659.0,129.0,0.0
WA,2022-03-31,2022,3,503.0,1038.0,562.0,2.0
OK,2022-03-03,2022,3,562.0,912.0,681.0,2.0
AS,2022-05-30,2022,5,0.0,6.0,0.0,0.0
AR,2021-02-06,2021,2,891.0,1029.0,1105.0,17.0
AR,2021-02-08,2021,2,770.0,985.0,1007.0,11.0
WY,2022-07-26,2022,7,31.0,38.0,33.0,0.0
PA,2022-05-30,2022,5,1475.0,2861.0,1640.0,18.0
AK,2022-03-11,2022,3,55.0,114.0,59.0,0.0
MN,2022-08-01,2022,8,533.0,634.0,573.0,0.0
MS,2021-01-23,2021,1,1120.0,817.0,1441.0,24.0
RI,2022-06-09,2022,6,78.0,206.0,85.0,0.0
NJ,2022-07-29,2022,7,1159.0,1311.0,1266.0,3.0
AZ,2022-05-31,2022,5,525.0,1128.0,578.0,1.0
NY,2022-03-14,2022,3,1449.0,3544.0,1687.0,8.0
SC,2021-02-14,2021,2,1188.0,1108.0,1472.0,22.0
MD,2022-02-19,2022,2,730.0,994.0,871.0,5.0
IA,2022-03-04,2022,3,178.0,446.0,208.0,3.0
PA,2022-03-06,2022,3,1242.0,2974.0,1461.0,17.0
MT,2022-03-16,2022,3,57.0,119.0,69.0,1.0
WI,2022-05-26,2022,5,437.0,976.0,495.0,0.0
FL,2022-04-05,2022,4,1029.0,5346.0,1161.0,13.0
AS,2022-07-26,2022,7,6.0,2.0,6.0,0.0
CO,2021-02-25,2021,2,466.0,1168.0,596.0,5.0
OK,2022-07-24,2022,7,453.0,743.0,539.0,1.0
VT,2022-05-02,2022,5,63.0,71.0,73.0,0.0
IA,2022-07-03,2022,7,185.0,385.0,199.0,2.0
FL,2022-06-11,2022,6,3157.0,5258.0,3482.0,13.0
ME,2021-01-21,2021,1,226.0,304.0,286.0,5.0
SC,2022-05-29,2022,5,235.0,865.0,264.0,1.0
DC,2022-04-29,2022,4,64.0,304.0,70.0,3.0
RI,2021-02-10,2021,2,280.0,218.0,324.0,4.0
CT,2022-06-26,2022,6,302.0,626.0,326.0,1.0
WY,2022-03-23,2022,3,12.0,49.0,14.0,2.0
NE,2022-03-15,2022,3,148.0,449.0,168.0,2.0
MO,2022-03-08,2022,3,954.0,1491.0,1169.0,7.0
OR,2022-03-18,2022,3,333.0,570.0,391.0,5.0
NM,2021-02-28,2021,2,213.0,329.0,280.0,2.0
CO,2021-02-23,2021,2,637.0,1396.0,829.0,1.0
SC,2022-03-02,2022,3,503.0,1041.0,609.0,4.0
UT,2022-07-06,2022,7,280.0,383.0,328.0,0.0
RI,2022-03-04,2022,3,61.0,129.0,74.0,1.0
DE,2022-05-08,2022,5,182.0,195.0,202.0,0.0
WY,2021-01-26,2021,1,82.0,52.0,101.0,1.0
OK,2021-01-03,2021,1,2029.0,1216.0,2516.0,36.0
UT,2022-06-16,2022,6,193.0,354.0,218.0,3.0
MN,2022-07-18,2022,7,472.0,686.0,524.0,0.0
CO,2022-03-17,2022,3,227.0,868.0,279.0,1.0
MD,2022-08-04,2022,8,817.0,802.0,912.0,4.0
TX,2022-07-21,2022,7,3971.0,6321.0,4558.0,27.0
CT,2022-08-01,2022,8,384.0,607.0,418.0,0.0
LA,2021-03-05,2021,3,511.0,1265.0,682.0,1.0
WA,2022-03-05,2022,3,812.0,1049.0,947.0,6.0
PR,2021-03-05,2021,3,156.0,521.0,179.0,59.0
MT,2021-01-09,2021,1,208.0,161.0,242.0,6.0
WY,2022-02-19,2022,2,72.0,67.0,90.0,0.0
FL,2020-12-30,2020,12,7012.0,6313.0,8393.0,95.0
HI,2022-07-31,2022,7,142.0,130.0,150.0,0.0
AZ,2022-04-18,2022,4,324.0,1137.0,368.0,0.0
PA,2022-05-05,2022,5,1056.0,3059.0,1173.0,9.0
CT,2022-06-01,2022,6,386.0,641.0,419.0,1.0
MI,2022-06-03,2022,6,995.0,2001.0,1104.0,9.0
FL,2022-04-09,2022,4,919.0,5276.0,1044.0,13.0
FL,2022-05-19,2022,5,2000.0,5400.0,2195.0,13.0
MN,2021-03-02,2021,3,322.0,1012.0,393.0,1.0
WA,2021-03-03,2021,3,464.0,1199.0,576.0,7.0
WI,2021-02-05,2021,2,682.0,1033.0,862.0,14.0
GA,2020-12-31,2020,12,5114.0,2621.0,6324.0,81.0
AK,2022-06-07,2022,6,45.0,125.0,51.0,0.0
OH,2022-04-13,2022,4,551.0,2963.0,609.0,0.0
DC,2022-03-28,2022,3,74.0,283.0,83.0,0.0
IL,2022-04-03,2022,4,537.0,2175.0,606.0,0.0
DE,2022-04-03,2022,4,112.0,201.0,120.0,0.0
AR,2022-04-25,2022,4,88.0,635.0,111.0,1.0
HI,2020-12-30,2020,12,102.0,205.0,115.0,1.0
NM,2021-01-14,2021,1,755.0,438.0,947.0,18.0
DE,2022-07-24,2022,7,215.0,212.0,230.0,0.0
OH,2022-07-09,2022,7,1154.0,2977.0,1306.0,0.0
AZ,2022-04-13,2022,4,315.0,1271.0,341.0,0.0
PA,2021-03-01,2021,3,2117.0,3736.0,2511.0,24.0
NJ,2022-05-03,2022,5,637.0,1224.0,700.0,4.0
ID,2022-07-15,2022,7,181.0,203.0,200.0,3.0
MN,2022-05-14,2022,5,443.0,748.0,485.0,0.0
WV,2022-03-05,2022,3,502.0,558.0,598.0,0.0
OH,2022-05-26,2022,5,962.0,3007.0,1060.0,1.0
MT,2022-06-18,2022,6,83.0,134.0,98.0,0.0
TN,2021-02-26,2021,2,987.0,1765.0,1238.0,16.0
NV,2022-04-30,2022,4,134.0,660.0,152.0,0.0
CA,2022-03-10,2022,3,2944.0,5768.0,3463.0,14.0
CA,2022-07-18,2022,7,5063.0,5298.0,5629.0,7.0
AZ,2021-01-15,2021,1,5035.0,2003.0,6120.0,95.0
WV,2021-01-12,2021,1,819.0,679.0,1025.0,11.0
MO,2021-01-16,2021,1,2480.0,2213.0,3086.0,38.0
HI,2022-04-11,2022,4,32.0,129.0,33.0,0.0
WI,2022-06-25,2022,6,377.0,814.0,423.0,0.0
VA,2022-03-02,2022,3,889.0,1471.0,1077.0,13.0
SD,2021-02-20,2021,2,92.0,147.0,110.0,1.0
MT,2021-01-01,2021,1,195.0,176.0,234.0,3.0
LA,2022-07-09,2022,7,433.0,1110.0,523.0,1.0
AR,2022-07-31,2022,7,438.0,586.0,492.0,1.0
RI,2022-05-26,2022,5,68.0,195.0,71.0,0.0
MD,2022-07-16,2022,7,743.0,826.0,815.0,2.0
AL,2022-07-11,2022,7,798.0,1287.0,909.0,1.0
OH,2022-04-09,2022,4,580.0,2874.0,650.0,2.0
KS,2022-03-24,2022,3,188.0,587.0,211.0,0.0
WV,2022-04-04,2022,4,167.0,543.0,198.0,0.0
AK,2022-04-01,2022,4,33.0,106.0,39.0,0.0
KS,2022-05-29,2022,5,85.0,510.0,106.0,1.0
GA,2020-12-29,2020,12,4964.0,2620.0,6099.0,57.0
WI,2021-01-01,2021,1,1139.0,1138.0,1398.0,19.0
NE,2021-02-10,2021,2,249.0,362.0,326.0,0.0
PA,2022-06-26,2022,6,1250.0,2860.0,1364.0,2.0
AR,2022-05-04,2022,5,109.0,653.0,138.0,0.0
MI,2022-07-01,2022,7,741.0,1951.0,817.0,11.0
MD,2022-06-25,2022,6,609.0,836.0,670.0,1.0
GA,2022-06-20,2022,6,1101.0,2192.0,1211.0,2.0
FL,2022-04-01,2022,4,1064.0,5358.0,1203.0,16.0
TX,2022-07-11,2022,7,3561.0,5955.0,4105.0,17.0
WA,2022-02-16,2022,2,1485.0,1104.0,1699.0,15.0
SD,2022-06-06,2022,6,52.0,138.0,58.0,0.0
VI,2022-05-22,2022,5,14.0,14.0,16.0,0.0
AK,2021-02-28,2021,2,23.0,125.0,32.0,2.0
AS,2022-05-19,2022,5,0.0,2.0,0.0,0.0
WI,2021-03-05,2021,3,327.0,922.0,413.0,6.0
MO,2022-03-28,2022,3,505.0,1332.0,597.0,4.0
NJ,2022-07-21,2022,7,1117.0,1339.0,1220.0,8.0
VA,2022-03-01,2022,3,917.0,1473.0,1106.0,15.0
LA,2022-05-15,2022,5,73.0,1019.0,82.0,0.0
RI,2022-05-08,2022,5,88.0,203.0,94.0,0.0
AR,2022-07-25,2022,7,463.0,600.0,536.0,0.0
FL,2022-03-21,2022,3,1333.0,5147.0,1541.0,19.0
MN,2021-01-22,2021,1,641.0,1060.0,760.0,2.0
UT,2022-07-19,2022,7,234.0,367.0,274.0,0.0
TX,2021-02-04,2021,2,11122.0,7284.0,14156.0,223.0
ND,2021-01-05,2021,1,186.0,130.0,216.0,2.0
CT,2022-03-26,2022,3,209.0,604.0,217.0,0.0
LA,2022-05-26,2022,5,179.0,1111.0,215.0,0.0
MT,2021-02-26,2021,2,71.0,125.0,81.0,1.0
KY,2021-01-29,2021,1,1517.0,1258.0,1879.0,22.0
WV,2022-07-18,2022,7,358.0,569.0,390.0,0.0
MN,2021-02-09,2021,2,420.0,950.0,509.0,6.0
NC,2022-07-02,2022,7,1228.0,2030.0,1375.0,11.0
MD,2021-02-17,2021,2,1327.0,1225.0,1640.0,20.0
OH,2022-04-29,2022,4,629.0,2935.0,705.0,0.0
ID,2022-04-08,2022,4,49.0,173.0,58.0,1.0
NH,2022-07-19,2022,7,108.0,189.0,120.0,0.0
IL,2022-05-07,2022,5,790.0,2317.0,890.0,4.0
MN,2022-04-30,2022,4,350.0,693.0,378.0,0.0
SC,2022-07-20,2022,7,532.0,978.0,606.0,3.0
NJ,2022-04-02,2022,4,400.0,1259.0,447.0,5.0
OH,2021-01-29,2021,1,3170.0,3093.0,3872.0,38.0
ND,2022-04-07,2022,4,42.0,116.0,49.0,1.0
VA,2022-06-02,2022,6,634.0,1443.0,718.0,7.0
AK,2021-01-17,2021,1,57.0,120.0,68.0,1.0
NE,2022-08-01,2022,8,232.0,476.0,259.0,1.0
MI,2022-03-04,2022,3,970.0,2110.0,1185.0,11.0
DE,2022-07-06,2022,7,189.0,204.0,200.0,0.0
AK,2021-01-11,2021,1,66.0,128.0,79.0,2.0
PR,2022-06-24,2022,6,381.0,508.0,425.0,3.0
AZ,2020-12-28,2020,12,4513.0,1875.0,5553.0,84.0
ID,2022-07-06,2022,7,170.0,185.0,182.0,1.0
WI,2022-03-16,2022,3,275.0,847.0,329.0,1.0
PR,2022-04-01,2022,4,52.0,548.0,57.0,0.0
NV,2022-07-03,2022,7,590.0,672.0,658.0,0.0
MO,2022-05-17,2022,5,464.0,1480.0,542.0,0.0
WI,2022-04-22,2022,4,210.0,992.0,246.0,0.0
KY,2021-02-28,2021,2,783.0,1128.0,959.0,19.0
IL,2022-06-11,2022,6,1145.0,2329.0,1264.0,2.0
WA,2022-06-21,2022,6,751.0,1025.0,820.0,9.0
MO,2022-07-14,2022,7,1003.0,1520.0,1171.0,4.0
NH,2022-05-13,2022,5,131.0,194.0,145.0,0.0
MA,2022-03-24,2022,3,261.0,1154.0,294.0,0.0
NH,2022-06-29,2022,6,84.0,189.0,91.0,0.0
KS,2022-04-10,2022,4,113.0,547.0,122.0,0.0
IA,2022-03-18,2022,3,92.0,385.0,102.0,1.0
HI,2021-03-05,2021,3,45.0,199.0,52.0,1.0
IN,2021-02-17,2021,2,977.0,1369.0,1190.0,17.0
MD,2022-04-29,2022,4,375.0,888.0,411.0,0.0
LA,2021-01-29,2021,1,1369.0,1460.0,1746.0,16.0
RI,2022-05-11,2022,5,74.0,202.0,75.0,0.0
SD,2022-03-18,2022,3,73.0,135.0,91.0,2.0
ID,2021-01-05,2021,1,374.0,300.0,446.0,8.0
TX,2022-02-22,2022,2,5510.0,6873.0,6837.0,67.0
HI,2022-05-20,2022,5,129.0,150.0,138.0,2.0
VI,2021-01-04,2021,1,1.0,5.0,2.0,0.0
OK,2021-02-16,2021,2,954.0,1128.0,1206.0,14.0
NM,2022-04-06,2022,4,80.0,355.0,95.0,0.0
MS,2022-04-19,2022,4,66.0,600.0,77.0,1.0
LA,2022-07-17,2022,7,527.0,1059.0,626.0,0.0
NJ,2022-06-08,2022,6,927.0,1351.0,1007.0,6.0
MT,2022-06-30,2022,6,86.0,147.0,94.0,0.0
WV,2022-07-04,2022,7,243.0,549.0,272.0,0.0
IA,2022-07-20,2022,7,267.0,436.0,286.0,8.0
AZ,2021-02-17,2021,2,1834.0,1570.0,2309.0,29.0
AZ,2021-01-07,2021,1,5093.0,1969.0,6182.0,91.0
ID,2022-08-02,2022,8,192.0,206.0,213.0,0.0
IL,2021-01-24,2021,1,3086.0,2694.0,3685.0,32.0
CA,2022-06-27,2022,6,3749.0,5076.0,4128.0,4.0
VT,2022-05-23,2022,5,65.0,70.0,71.0,0.0
NH,2022-06-10,2022,6,95.0,188.0,114.0,0.0
WA,2022-07-01,2022,7,860.0,1052.0,930.0,6.0
MS,2022-07-16,2022,7,445.0,574.0,505.0,1.0
NE,2022-05-21,2022,5,97.0,451.0,109.0,0.0
MI,2021-02-02,2021,2,1401.0,2120.0,1738.0,16.0
ID,2022-05-30,2022,5,80.0,186.0,88.0,0.0
MN,2022-04-04,2022,4,273.0,660.0,315.0,0.0
MA,2021-02-03,2021,2,1496.0,1171.0,1844.0,33.0
CT,2021-01-11,2021,1,1329.0,806.0,1564.0,17.0
ND,2022-07-13,2022,7,68.0,113.0,69.0,1.0
DE,2022-07-16,2022,7,203.0,193.0,217.0,0.0
WY,2021-02-13,2021,2,48.0,50.0,59.0,0.0
VI,2021-01-02,2021,1,2.0,8.0,4.0,0.0
SC,2021-01-27,2021,1,1963.0,1278.0,2379.0,45.0
NE,2022-06-04,2022,6,126.0,420.0,140.0,0.0
ND,2022-02-16,2022,2,202.0,158.0,252.0,2.0
MT,2022-04-24,2022,4,19.0,117.0,22.0,0.0
AZ,2022-04-14,2022,4,312.0,1255.0,348.0,0.0
MS,2021-03-01,2021,3,485.0,812.0,635.0,6.0
ME,2021-01-15,2021,1,243.0,316.0,322.0,5.0
ID,2021-02-07,2021,2,174.0,250.0,210.0,1.0
CA,2021-02-22,2021,2,6906.0,7917.0,8781.0,134.0
VA,2022-07-09,2022,7,752.0,1373.0,841.0,12.0
OK,2022-06-21,2022,6,236.0,825.0,288.0,1.0
MN,2022-05-30,2022,5,529.0,684.0,574.0,0.0
HI,2021-01-09,2021,1,146.0,203.0,176.0,1.0
FL,2021-02-05,2021,2,6071.0,6348.0,7337.0,105.0
IL,2022-03-11,2022,3,721.0,2359.0,833.0,6.0
TX,2022-02-24,2022,2,4902.0,7008.0,6085.0,59.0
RI,2022-05-04,2022,5,85.0,209.0,91.0,0.0
IN,2022-06-10,2022,6,496.0,1511.0,543.0,4.0
MS,2022-03-13,2022,3,201.0,583.0,259.0,0.0
TX,2022-03-05,2022,3,3221.0,6479.0,3945.0,38.0
MN,2022-05-16,2022,5,486.0,701.0,528.0,1.0
VI,2021-02-25,2021,2,3.0,11.0,3.0,0.0
PA,2021-01-28,2021,1,4500.0,4105.0,5304.0,54.0
GA,2022-03-27,2022,3,685.0,1917.0,800.0,2.0
PA,2021-01-12,2021,1,5784.0,4199.0,6913.0,88.0
IN,2022-04-23,2022,4,228.0,1490.0,259.0,2.0
WI,2022-07-28,2022,7,558.0,988.0,636.0,0.0
CA,2021-01-12,2021,1,22453.0,10070.0,27361.0,515.0
AZ,2022-06-27,2022,6,758.0,1124.0,829.0,0.0
HI,2022-06-05,2022,6,204.0,130.0,217.0,1.0
KS,2022-07-07,2022,7,221.0,584.0,251.0,0.0
LA,2022-05-14,2022,5,70.0,1102.0,78.0,0.0
NE,2022-07-04,2022,7,177.0,471.0,195.0,1.0
CA,2022-07-20,2022,7,5226.0,5498.0,5812.0,11.0
PR,2022-03-25,2022,3,58.0,509.0,63.0,0.0
NM,2021-01-20,2021,1,722.0,441.0,883.0,13.0
MD,2022-05-02,2022,5,412.0,849.0,451.0,2.0
FL,2022-03-29,2022,3,1108.0,5452.0,1261.0,15.0
MO,2022-05-20,2022,5,451.0,1451.0,521.0,1.0
SC,2022-05-31,2022,5,252.0,899.0,288.0,9.0
LA,2022-05-06,2022,5,68.0,1124.0,81.0,0.0
IA,2022-02-26,2022,2,254.0,401.0,290.0,3.0
OH,2022-05-25,2022,5,960.0,3052.0,1063.0,0.0
NC,2021-01-31,2021,1,2911.0,2071.0,3571.0,62.0
MT,2021-01-27,2021,1,125.0,140.0,144.0,2.0
DC,2022-05-17,2022,5,114.0,309.0,127.0,0.0
AR,2022-03-24,2022,3,202.0,726.0,255.0,1.0
AL,2022-07-01,2022,7,606.0,1232.0,683.0,4.0
VA,2022-06-08,2022,6,700.0,1411.0,785.0,4.0
OR,2021-03-03,2021,3,223.0,571.0,265.0,2.0
SC,2022-03-25,2022,3,162.0,930.0,189.0,3.0
NY,2021-01-20,2021,1,10043.0,4900.0,11674.0,149.0
VA,2021-01-24,2021,1,2759.0,1732.0,3276.0,22.0
DC,2022-02-23,2022,2,176.0,308.0,201.0,0.0
RI,2021-02-07,2021,2,293.0,205.0,335.0,3.0
OK,2022-04-22,2022,4,141.0,849.0,171.0,0.0
VI,2022-07-17,2022,7,7.0,7.0,7.0,0.0
WV,2022-03-06,2022,3,493.0,568.0,590.0,0.0
HI,2021-02-15,2021,2,51.0,205.0,68.0,1.0
OR,2022-07-17,2022,7,572.0,523.0,626.0,1.0
WY,2021-01-23,2021,1,76.0,47.0,90.0,0.0
RI,2022-07-25,2022,7,55.0,184.0,58.0,0.0
WV,2022-02-20,2022,2,780.0,549.0,918.0,1.0
IL,2021-02-20,2021,2,1600.0,2658.0,1962.0,23.0
OR,2022-06-19,2022,6,445.0,536.0,500.0,4.0
GA,2022-07-07,2022,7,1432.0,2360.0,1624.0,4.0
GA,2022-06-09,2022,6,955.0,2317.0,1061.0,4.0
HI,2021-02-24,2021,2,137.0,215.0,144.0,0.0
CA,2022-05-12,2022,5,1705.0,5351.0,1888.0,1.0
NM,2021-01-01,2021,1,724.0,500.0,886.0,18.0
VI,2022-03-27,2022,3,0.0,11.0,0.0,0.0
PA,2022-07-04,2022,7,1294.0,2829.0,1415.0,8.0
NE,2022-03-09,2022,3,194.0,470.0,220.0,2.0
NC,2022-06-03,2022,6,1067.0,2053.0,1192.0,16.0
TN,2022-03-08,2022,3,833.0,1760.0,1010.0,5.0
AK,2022-06-08,2022,6,41.0,127.0,45.0,2.0
KY,2022-06-22,2022,6,520.0,1024.0,585.0,0.0
DE,2022-04-23,2022,4,135.0,182.0,148.0,0.0
NC,2022-03-30,2022,3,914.0,2066.0,1028.0,13.0
UT,2022-04-13,2022,4,62.0,364.0,70.0,0.0
AS,2022-05-16,2022,5,0.0,0.0,0.0,0.0
MA,2021-02-08,2021,2,1235.0,1107.0,1571.0,29.0
AS,2022-04-23,2022,4,8.0,3.0,8.0,0.0
VT,2022-02-21,2022,2,58.0,76.0,65.0,0.0
TN,2022-03-15,2022,3,584.0,1659.0,698.0,5.0
ME,2022-04-15,2022,4,119.0,236.0,137.0,0.0
MA,2022-05-27,2022,5,846.0,1144.0,939.0,0.0
WA,2022-05-13,2022,5,507.0,1074.0,543.0,4.0
CA,2022-06-09,2022,6,3143.0,5411.0,3482.0,4.0
MI,2022-04-20,2022,4,511.0,2000.0,599.0,4.0
NY,2022-03-24,2022,3,1192.0,3587.0,1379.0,4.0
MN,2022-05-15,2022,5,475.0,708.0,514.0,0.0
OR,2021-02-23,2021,2,257.0,568.0,314.0,3.0
WA,2022-04-30,2022,4,379.0,1059.0,425.0,5.0
ME,2021-01-01,2021,1,226.0,276.0,284.0,4.0
MS,2022-03-22,2022,3,168.0,627.0,206.0,0.0
WY,2021-01-17,2021,1,95.0,39.0,110.0,0.0
AZ,2022-05-06,2022,5,295.0,1269.0,324.0,0.0
NJ,2022-05-31,2022,5,959.0,1191.0,1065.0,8.0
AL,2021-02-01,2021,2,2053.0,1446.0,2665.0,22.0
NY,2022-06-13,2022,6,2279.0,3524.0,2525.0,11.0
MO,2022-05-31,2022,5,562.0,1432.0,641.0,1.0
GA,2022-03-26,2022,3,673.0,1963.0,801.0,2.0
VA,2022-04-18,2022,4,263.0,1310.0,306.0,7.0
SD,2022-07-23,2022,7,59.0,123.0,64.0,0.0
MA,2022-04-27,2022,4,494.0,1123.0,529.0,0.0
SC,2022-07-14,2022,7,486.0,962.0,542.0,3.0
TN,2021-01-30,2021,1,1613.0,1747.0,2044.0,40.0
VI,2021-02-21,2021,2,0.0,7.0,0.0,0.0
NE,2022-02-26,2022,2,286.0,482.0,336.0,1.0
ME,2021-02-22,2021,2,92.0,270.0,118.0,1.0
WA,2021-01-20,2021,1,885.0,1203.0,1104.0,7.0
AK,2022-07-29,2022,7,75.0,101.0,87.0,0.0
OR,2022-06-11,2022,6,424.0,552.0,475.0,3.0
SC,2022-03-29,2022,3,146.0,933.0,177.0,0.0
IA,2021-01-08,2021,1,573.0,492.0,686.0,16.0
GA,2022-06-21,2022,6,1132.0,2249.0,1239.0,2.0
IL,2020-12-28,2020,12,4266.0,2827.0,5161.0,72.0
VA,2022-03-28,2022,3,396.0,1270.0,471.0,12.0
MS,2022-06-16,2022,6,241.0,617.0,266.0,0.0
WI,2022-07-15,2022,7,510.0,910.0,577.0,0.0
HI,2021-01-03,2021,1,125.0,205.0,144.0,0.0
NJ,2021-01-25,2021,1,3356.0,1613.0,3916.0,53.0
CT,2021-01-12,2021,1,1298.0,848.0,1531.0,26.0
SC,2022-06-30,2022,6,343.0,859.0,395.0,1.0
OR,2022-06-12,2022,6,418.0,511.0,454.0,2.0
ND,2022-06-08,2022,6,61.0,124.0,65.0,0.0
AK,2021-01-21,2021,1,56.0,134.0,67.0,0.0
NM,2022-06-21,2022,6,207.0,321.0,232.0,0.0
MO,2022-07-27,2022,7,1118.0,1500.0,1293.0,9.0
AZ,2022-05-10,2022,5,304.0,1203.0,340.0,0.0
VT,2021-02-26,2021,2,26.0,96.0,36.0,0.0
UT,2022-04-24,2022,4,71.0,368.0,78.0,0.0
AR,2022-06-28,2022,6,278.0,700.0,320.0,3.0
FL,2021-02-14,2021,2,5248.0,6073.0,6365.0,70.0
CT,2021-01-09,2021,1,1285.0,856.0,1512.0,25.0
NV,2022-04-07,2022,4,163.0,715.0,189.0,0.0
NY,2022-06-23,2022,6,2184.0,3634.0,2409.0,8.0
AL,2021-01-05,2021,1,3283.0,1635.0,4131.0,69.0
WY,2021-01-25,2021,1,70.0,43.0,83.0,1.0
MA,2021-02-12,2021,2,1083.0,1145.0,1382.0,18.0
VT,2022-06-19,2022,6,12.0,78.0,13.0,0.0
WY,2021-02-08,2021,2,51.0,40.0,62.0,3.0
DE,2022-04-27,2022,4,153.0,207.0,161.0,0.0
RI,2022-02-26,2022,2,76.0,168.0,83.0,0.0
MA,2022-06-11,2022,6,595.0,1130.0,644.0,0.0
TX,2021-02-01,2021,2,11701.0,7044.0,14877.0,183.0
MD,2022-03-08,2022,3,449.0,1015.0,538.0,5.0
CO,2022-04-10,2022,4,133.0,768.0,152.0,1.0
ME,2022-03-03,2022,3,192.0,245.0,229.0,0.0
MD,2021-01-26,2021,1,1912.0,1220.0,2304.0,32.0
TX,2021-03-03,2021,3,6071.0,6710.0,7772.0,85.0
ID,2022-04-24,2022,4,47.0,178.0,57.0,0.0
MS,2022-03-07,2022,3,312.0,664.0,392.0,1.0
AL,2021-01-26,2021,1,2359.0,1537.0,3062.0,53.0
OK,2022-06-10,2022,6,165.0,811.0,199.0,0.0
PA,2022-08-01,2022,8,1587.0,2765.0,1745.0,11.0
OK,2020-12-30,2020,12,2110.0,1254.0,2604.0,37.0
NH,2022-06-04,2022,6,90.0,185.0,106.0,0.0
VT,2022-07-07,2022,7,22.0,71.0,25.0,0.0
WY,2022-05-31,2022,5,20.0,46.0,25.0,0.0
MO,2022-07-22,2022,7,1116.0,1480.0,1284.0,3.0
TN,2021-02-24,2021,2,1093.0,1771.0,1375.0,15.0
FL,2022-05-02,2022,5,1298.0,5043.0,1418.0,16.0
WV,2022-03-28,2022,3,172.0,546.0,210.0,0.0
UT,2022-07-15,2022,7,243.0,385.0,282.0,0.0
MA,2022-05-28,2022,5,758.0,1100.0,838.0,0.0
LA,2021-02-07,2021,2,1041.0,1284.0,1346.0,9.0
MT,2022-03-21,2022,3,41.0,111.0,53.0,2.0
DC,2021-01-08,2021,1,371.0,458.0,441.0,4.0
