code,date,Year,Mes,hosp_covid,uso_uci,ocup_hosp,deaths_covid
IL,2020-12-26,2020,12,4187.0,2785.0,5088.0,60.0
MA,2020-07-17,2020,7,519.0,0.0,519.0,15.0
HI,2020-08-13,2020,8,180.0,168.0,214.0,1.0
OH,2020-09-08,2020,9,1173.0,2774.0,1524.0,6.0
ME,2020-10-11,2020,10,29.0,240.0,45.0,0.0
CT,2020-09-24,2020,9,185.0,745.0,211.0,1.0
VI,2020-10-27,2020,10,3.0,13.0,4.0,0.0
GA,2020-08-09,2020,8,2355.0,1405.0,2992.0,24.0
OK,2020-10-02,2020,10,652.0,915.0,868.0,9.0
WY,2020-11-30,2020,11,254.0,70.0,306.0,0.0
MT,2020-07-25,2020,7,85.0,100.0,103.0,3.0
WY,2020-10-24,2020,10,112.0,57.0,137.0,1.0
MN,2020-11-28,2020,11,2043.0,1095.0,2439.0,28.0
UT,2020-08-11,2020,8,261.0,566.0,340.0,1.0
SD,2020-06-28,2020,6,0.0,0.0,0.0,0.0
MI,2020-06-22,2020,6,0.0,0.0,0.0,2.0
VI,2020-06-13,2020,6,0.0,0.0,0.0,0.0
SC,2020-12-13,2020,12,1227.0,1127.0,1513.0,18.0
OH,2020-10-04,2020,10,1194.0,2997.0,1514.0,3.0
MO,2020-06-10,2020,6,0.0,0.0,0.0,4.0
ID,2020-06-08,2020,6,0.0,0.0,0.0,0.0
MI,2020-12-25,2020,12,2778.0,2322.0,3484.0,44.0
MI,2020-06-21,2020,6,0.0,0.0,0.0,2.0
WV,2020-10-08,2020,10,227.0,609.0,301.0,4.0
LA,2020-10-08,2020,10,545.0,1284.0,723.0,4.0
WV,2020-11-27,2020,11,610.0,614.0,770.0,2.0
HI,2020-07-01,2020,7,0.0,0.0,0.0,0.0
MA,2020-12-23,2020,12,2006.0,1099.0,2431.0,34.0
OR,2020-12-06,2020,12,674.0,566.0,795.0,6.0
NC,2020-12-08,2020,12,2727.0,2056.0,3336.0,33.0
NH,2020-12-05,2020,12,207.0,185.0,249.0,0.0
LA,2020-12-19,2020,12,1428.0,1401.0,1882.0,16.0
AR,2020-07-12,2020,7,0.0,0.0,0.0,1.0
MN,2020-11-09,2020,11,1422.0,1090.0,1691.0,21.0
CA,2020-06-15,2020,6,109.0,0.0,109.0,75.0
MT,2020-09-30,2020,9,234.0,176.0,272.0,5.0
OH,2020-09-19,2020,9,1106.0,3032.0,1416.0,7.0
VI,2020-09-03,2020,9,8.0,11.0,10.0,0.0
OK,2020-08-05,2020,8,691.0,722.0,912.0,16.0
NY,2020-09-29,2020,9,1364.0,3522.0,1592.0,21.0
NH,2020-11-25,2020,11,159.0,194.0,197.0,2.0
NM,2020-06-28,2020,6,0.0,0.0,0.0,0.0
VT,2020-08-26,2020,8,5.0,40.0,12.0,0.0
KY,2020-09-10,2020,9,584.0,1111.0,1133.0,8.0
IA,2020-07-09,2020,7,3.0,0.0,3.0,2.0
MS,2020-07-20,2020,7,680.0,279.0,938.0,8.0
UT,2020-07-15,2020,7,185.0,80.0,246.0,0.0
WV,2020-11-23,2020,11,540.0,616.0,689.0,9.0
CT,2020-10-30,2020,10,492.0,739.0,576.0,6.0
NM,2020-06-05,2020,6,0.0,0.0,0.0,4.0
ND,2020-07-02,2020,7,0.0,0.0,0.0,0.0
CO,2020-06-16,2020,6,0.0,0.0,0.0,0.0
IN,2020-10-10,2020,10,1249.0,1761.0,1524.0,10.0
VA,2020-10-29,2020,10,1035.0,1633.0,1264.0,12.0
ME,2020-06-15,2020,6,0.0,0.0,0.0,1.0
AL,2020-11-02,2020,11,1170.0,1274.0,1498.0,11.0
AR,2020-07-26,2020,7,952.0,779.0,1224.0,7.0
IL,2020-09-16,2020,9,1653.0,2476.0,2019.0,8.0
OR,2020-11-01,2020,11,246.0,559.0,312.0,1.0
MI,2020-11-05,2020,11,2297.0,2566.0,2799.0,23.0
CA,2020-12-07,2020,12,11490.0,8088.0,14014.0,152.0
ND,2020-11-05,2020,11,475.0,149.0,541.0,2.0
WI,2020-08-13,2020,8,704.0,1068.0,875.0,48.0
MO,2020-10-13,2020,10,1414.0,1995.0,1895.0,11.0
VI,2020-06-28,2020,6,0.0,0.0,0.0,0.0
FL,2020-08-08,2020,8,8770.0,5035.0,10783.0,130.0
NH,2020-10-07,2020,10,44.0,190.0,61.0,0.0
MO,2020-11-24,2020,11,2747.0,2180.0,3445.0,57.0
TN,2020-07-11,2020,7,663.0,458.0,895.0,5.0
MA,2020-11-18,2020,11,957.0,1051.0,1169.0,8.0
SC,2020-10-08,2020,10,738.0,1150.0,931.0,17.0
WY,2020-10-06,2020,10,71.0,57.0,90.0,0.0
NC,2020-11-01,2020,11,1505.0,1861.0,1902.0,14.0
MI,2020-07-18,2020,7,295.0,822.0,371.0,1.0
RI,2020-08-13,2020,8,83.0,141.0,91.0,0.0
NH,2020-08-18,2020,8,44.0,175.0,56.0,0.0
AZ,2020-08-17,2020,8,1174.0,1044.0,1607.0,23.0
TN,2020-07-28,2020,7,1462.0,1574.0,1921.0,17.0
WY,2020-12-21,2020,12,161.0,58.0,193.0,2.0
WV,2020-06-13,2020,6,0.0,0.0,0.0,0.0
WA,2020-09-10,2020,9,389.0,1023.0,476.0,3.0
SD,2020-10-13,2020,10,277.0,175.0,336.0,4.0
KS,2020-09-14,2020,9,240.0,538.0,312.0,4.0
CA,2020-08-26,2020,8,5656.0,6160.0,7155.0,65.0
FL,2020-07-20,2020,7,9111.0,3304.0,11077.0,67.0
AK,2020-10-29,2020,10,89.0,145.0,111.0,0.0
WA,2020-08-02,2020,8,542.0,974.0,670.0,11.0
MA,2020-08-05,2020,8,352.0,943.0,425.0,3.0
MS,2020-12-18,2020,12,1268.0,801.0,1613.0,23.0
OR,2020-06-29,2020,6,0.0,0.0,0.0,5.0
TX,2020-12-16,2020,12,10507.0,7009.0,13393.0,168.0
SC,2020-06-15,2020,6,0.0,0.0,0.0,3.0
AR,2020-07-04,2020,7,0.0,0.0,0.0,2.0
AK,2020-07-05,2020,7,0.0,0.0,0.0,0.0
WI,2020-12-01,2020,12,2109.0,1308.0,2551.0,36.0
NY,2020-07-27,2020,7,1554.0,3341.0,1805.0,9.0
LA,2020-09-26,2020,9,514.0,1286.0,710.0,8.0
MT,2020-10-26,2020,10,382.0,195.0,466.0,1.0
WV,2020-06-26,2020,6,0.0,0.0,0.0,1.0
WV,2020-09-22,2020,9,252.0,599.0,327.0,2.0
IN,2020-12-15,2020,12,3181.0,2001.0,3909.0,44.0
VI,2020-08-31,2020,8,9.0,11.0,12.0,0.0
AL,2020-08-28,2020,8,1333.0,1430.0,1762.0,15.0
NV,2020-11-02,2020,11,682.0,609.0,848.0,6.0
NE,2020-11-21,2020,11,989.0,438.0,1211.0,11.0
MD,2020-08-17,2020,8,851.0,865.0,1006.0,0.0
AL,2020-11-03,2020,11,1132.0,1259.0,1456.0,10.0
WA,2020-07-03,2020,7,0.0,0.0,0.0,4.0
KS,2020-09-01,2020,9,306.0,596.0,389.0,3.0
AZ,2020-12-02,2020,12,2920.0,1616.0,3577.0,47.0
NM,2020-10-28,2020,10,323.0,305.0,432.0,4.0
VT,2020-10-14,2020,10,0.0,83.0,2.0,0.0
ND,2020-08-07,2020,8,103.0,131.0,125.0,0.0
IN,2020-09-21,2020,9,762.0,1546.0,955.0,9.0
AZ,2020-07-13,2020,7,0.0,0.0,0.0,25.0
HI,2020-06-27,2020,6,0.0,0.0,0.0,0.0
ND,2020-09-27,2020,9,177.0,129.0,199.0,3.0
NM,2020-12-15,2020,12,814.0,564.0,1030.0,17.0
PA,2020-08-03,2020,8,1215.0,2554.0,1497.0,3.0
MS,2020-10-21,2020,10,657.0,740.0,822.0,10.0
UT,2020-07-26,2020,7,261.0,536.0,343.0,0.0
OH,2020-07-18,2020,7,1020.0,838.0,1338.0,3.0
NY,2020-09-12,2020,9,1358.0,3410.0,1548.0,16.0
SD,2020-11-03,2020,11,481.0,193.0,573.0,6.0
NH,2020-10-24,2020,10,51.0,186.0,65.0,0.0
RI,2020-12-24,2020,12,467.0,225.0,517.0,8.0
ID,2020-09-02,2020,9,145.0,273.0,194.0,1.0
IN,2020-08-25,2020,8,925.0,1734.0,1112.0,6.0
CO,2020-06-17,2020,6,0.0,0.0,0.0,2.0
MN,2020-12-17,2020,12,1318.0,1089.0,1607.0,16.0
OK,2020-06-26,2020,6,18.0,0.0,18.0,3.0
ID,2020-07-12,2020,7,0.0,0.0,0.0,1.0
SD,2020-10-31,2020,10,432.0,187.0,513.0,2.0
VA,2020-12-26,2020,12,2498.0,1625.0,3048.0,26.0
ID,2020-06-06,2020,6,0.0,0.0,0.0,0.0
TN,2020-11-14,2020,11,1968.0,1757.0,2498.0,60.0
DE,2020-08-03,2020,8,63.0,53.0,76.0,0.0
IL,2020-10-02,2020,10,1727.0,2497.0,2105.0,13.0
MA,2020-10-09,2020,10,466.0,997.0,548.0,3.0
IN,2020-09-06,2020,9,772.0,1630.0,951.0,3.0
NJ,2020-12-10,2020,12,3748.0,1744.0,4387.0,54.0
LA,2020-08-07,2020,8,41.0,1492.0,484.0,30.0
TN,2020-11-08,2020,11,1710.0,1645.0,2188.0,53.0
ID,2020-07-11,2020,7,0.0,0.0,0.0,0.0
MD,2020-10-07,2020,10,730.0,1099.0,861.0,4.0
IL,2020-07-30,2020,7,1468.0,2373.0,1854.0,10.0
MO,2020-06-08,2020,6,0.0,0.0,0.0,4.0
GA,2020-09-29,2020,9,2025.0,2308.0,2575.0,13.0
NY,2020-07-26,2020,7,1503.0,3394.0,1772.0,20.0
FL,2020-10-23,2020,10,2594.0,5151.0,3213.0,27.0
NV,2020-10-10,2020,10,543.0,602.0,688.0,4.0
NH,2020-06-08,2020,6,0.0,0.0,0.0,1.0
OH,2020-08-17,2020,8,1563.0,2840.0,1990.0,4.0
MI,2020-07-01,2020,7,0.0,0.0,0.0,2.0
WY,2020-08-17,2020,8,25.0,50.0,36.0,0.0
ID,2020-06-12,2020,6,0.0,0.0,0.0,0.0
HI,2020-06-28,2020,6,0.0,0.0,0.0,0.0
ND,2020-07-10,2020,7,0.0,0.0,0.0,0.0
IL,2020-09-07,2020,9,1661.0,2233.0,2018.0,9.0
LA,2020-10-04,2020,10,523.0,1251.0,704.0,5.0
MA,2020-08-12,2020,8,370.0,926.0,429.0,3.0
WY,2020-09-27,2020,9,46.0,41.0,59.0,1.0
WI,2020-08-30,2020,8,519.0,957.0,655.0,48.0
DC,2020-07-20,2020,7,28.0,23.0,34.0,0.0
NH,2020-10-18,2020,10,50.0,162.0,64.0,0.0
IL,2020-12-10,2020,12,5329.0,3190.0,6408.0,87.0
VI,2020-06-23,2020,6,0.0,0.0,0.0,0.0
MI,2020-08-31,2020,8,675.0,1936.0,833.0,4.0
WA,2020-10-05,2020,10,358.0,975.0,427.0,1.0
CO,2020-10-25,2020,10,607.0,1006.0,801.0,24.0
GA,2020-08-27,2020,8,1852.0,1374.0,2388.0,33.0
NY,2020-06-21,2020,6,0.0,0.0,0.0,17.0
AK,2020-08-23,2020,8,46.0,101.0,57.0,0.0
MO,2020-12-03,2020,12,2726.0,2164.0,3396.0,42.0
NV,2020-10-08,2020,10,497.0,609.0,618.0,1.0
NY,2020-07-23,2020,7,1414.0,3030.0,1648.0,11.0
RI,2020-12-08,2020,12,498.0,203.0,543.0,6.0
KS,2020-08-09,2020,8,279.0,522.0,360.0,2.0
ME,2020-06-25,2020,6,0.0,0.0,0.0,0.0
NE,2020-08-12,2020,8,198.0,362.0,242.0,2.0
IA,2020-08-20,2020,8,351.0,508.0,447.0,8.0
NH,2020-11-26,2020,11,149.0,181.0,187.0,0.0
CT,2020-11-02,2020,11,544.0,712.0,639.0,5.0
CO,2020-09-07,2020,9,240.0,878.0,318.0,1.0
UT,2020-07-16,2020,7,247.0,469.0,315.0,0.0
KY,2020-07-13,2020,7,0.0,0.0,0.0,5.0
KS,2020-11-02,2020,11,576.0,699.0,734.0,10.0
WI,2020-09-09,2020,9,543.0,1078.0,667.0,50.0
SC,2020-06-17,2020,6,0.0,0.0,0.0,8.0
NV,2020-08-30,2020,8,725.0,624.0,916.0,8.0
AK,2020-06-14,2020,6,0.0,0.0,0.0,0.0
TX,2020-10-28,2020,10,6592.0,6477.0,8378.0,91.0
OH,2020-11-20,2020,11,4448.0,3565.0,5442.0,41.0
SD,2020-07-22,2020,7,21.0,70.0,24.0,1.0
NY,2020-08-12,2020,8,1732.0,3192.0,1969.0,15.0
AK,2020-11-10,2020,11,119.0,149.0,140.0,6.0
OH,2020-07-13,2020,7,0.0,0.0,0.0,0.0
NJ,2020-09-30,2020,9,549.0,1276.0,647.0,12.0
AL,2020-10-25,2020,10,1131.0,1243.0,1437.0,14.0
NJ,2020-08-22,2020,8,651.0,1182.0,710.0,13.0
FL,2020-06-07,2020,6,0.0,0.0,0.0,13.0
NM,2020-06-24,2020,6,0.0,0.0,0.0,0.0
SC,2020-08-18,2020,8,1166.0,1146.0,1462.0,23.0
AK,2020-12-10,2020,12,146.0,140.0,176.0,4.0
DC,2020-11-04,2020,11,167.0,460.0,207.0,3.0
WY,2020-08-10,2020,8,40.0,50.0,54.0,0.0
VA,2020-11-30,2020,11,1723.0,1667.0,2143.0,16.0
WY,2020-03-31,2020,3,0.0,0.0,0.0,0.0
AR,2020-11-18,2020,11,944.0,1051.0,1194.0,6.0
OH,2020-08-30,2020,8,1253.0,2899.0,1574.0,0.0
AK,2020-08-14,2020,8,42.0,97.0,49.0,1.0
TN,2020-08-15,2020,8,1203.0,1511.0,1563.0,15.0
HI,2020-10-23,2020,10,84.0,208.0,97.0,1.0
IA,2020-11-01,2020,11,745.0,523.0,903.0,12.0
SC,2020-12-22,2020,12,1591.0,1189.0,1920.0,29.0
VT,2020-06-30,2020,6,0.0,0.0,0.0,0.0
TX,2020-12-18,2020,12,10591.0,7117.0,13432.0,169.0
MI,2020-12-22,2020,12,3154.0,2543.0,3888.0,60.0
OK,2020-10-22,2020,10,948.0,1116.0,1278.0,17.0
MT,2020-05-16,2020,5,0.0,0.0,0.0,0.0
TX,2020-10-23,2020,10,5738.0,6174.0,7353.0,72.0
CT,2020-07-07,2020,7,0.0,0.0,0.0,3.0
CT,2020-09-05,2020,9,199.0,615.0,228.0,1.0
NC,2020-10-13,2020,10,1577.0,1941.0,1928.0,13.0
VA,2020-10-02,2020,10,944.0,1666.0,1154.0,5.0
CO,2020-06-11,2020,6,0.0,0.0,0.0,3.0
MA,2020-07-10,2020,7,0.0,0.0,0.0,13.0
NH,2020-08-04,2020,8,54.0,191.0,75.0,0.0
WY,2020-10-07,2020,10,80.0,65.0,99.0,1.0
SC,2020-10-07,2020,10,741.0,1116.0,929.0,5.0
PR,2020-07-09,2020,7,0.0,0.0,0.0,1.0
RI,2020-11-22,2020,11,306.0,142.0,336.0,5.0
OK,2020-10-20,2020,10,901.0,1119.0,1221.0,11.0
KS,2020-08-19,2020,8,289.0,560.0,366.0,7.0
IN,2020-10-28,2020,10,1757.0,1823.0,2194.0,14.0
TN,2020-09-30,2020,9,1149.0,1646.0,1461.0,7.0
MA,2020-10-19,2020,10,444.0,931.0,537.0,0.0
VA,2020-09-07,2020,9,855.0,1072.0,1043.0,6.0
WV,2020-06-07,2020,6,0.0,0.0,0.0,1.0
DC,2020-07-04,2020,7,0.0,0.0,0.0,1.0
IN,2020-06-16,2020,6,0.0,0.0,0.0,26.0
NY,2020-09-14,2020,9,1319.0,3313.0,1519.0,21.0
VI,2020-08-14,2020,8,6.0,8.0,9.0,0.0
VT,2020-09-05,2020,9,3.0,34.0,4.0,0.0
KY,2020-07-02,2020,7,0.0,0.0,0.0,15.0
GA,2020-10-22,2020,10,1781.0,2341.0,2257.0,18.0
MN,2020-11-10,2020,11,1532.0,1132.0,1843.0,11.0
VI,2020-12-15,2020,12,3.0,11.0,5.0,0.0
NM,2020-11-07,2020,11,610.0,396.0,781.0,10.0
ID,2020-11-20,2020,11,433.0,292.0,525.0,1.0
ND,2020-10-04,2020,10,194.0,124.0,230.0,2.0
DC,2020-10-09,2020,10,163.0,457.0,192.0,3.0
UT,2020-07-11,2020,7,0.0,0.0,0.0,0.0
IN,2020-10-22,2020,10,1561.0,1805.0,1967.0,11.0
VI,2020-12-02,2020,12,2.0,10.0,3.0,0.0
AK,2020-07-08,2020,7,0.0,0.0,1.0,0.0
FL,2020-11-25,2020,11,4487.0,6096.0,5411.0,58.0
AZ,2020-07-31,2020,7,2223.0,1175.0,2876.0,46.0
SD,2020-05-05,2020,5,0.0,0.0,0.0,0.0
NE,2020-12-18,2020,12,626.0,401.0,795.0,16.0
IN,2020-08-15,2020,8,923.0,1742.0,1109.0,10.0
WA,2020-07-13,2020,7,0.0,0.0,0.0,1.0
IA,2020-08-19,2020,8,341.0,516.0,441.0,2.0
FL,2020-07-15,2020,7,6075.0,2020.0,7390.0,48.0
OR,2020-09-29,2020,9,199.0,555.0,257.0,0.0
MN,2020-11-12,2020,11,1604.0,1158.0,1917.0,15.0
NC,2020-12-06,2020,12,2524.0,1972.0,3079.0,40.0
WI,2020-10-17,2020,10,1412.0,1222.0,1729.0,74.0
VI,2020-08-04,2020,8,7.0,10.0,13.0,0.0
MT,2020-07-06,2020,7,0.0,0.0,0.0,0.0
TX,2020-11-10,2020,11,7575.0,6553.0,9550.0,107.0
AK,2020-04-29,2020,4,0.0,0.0,0.0,0.0
IN,2020-08-27,2020,8,846.0,1740.0,1039.0,2.0
MS,2020-08-17,2020,8,924.0,599.0,1322.0,19.0
IN,2020-06-19,2020,6,0.0,0.0,0.0,4.0
NJ,2020-09-26,2020,9,449.0,1219.0,532.0,8.0
WV,2020-10-01,2020,10,236.0,618.0,299.0,2.0
NV,2020-07-10,2020,7,246.0,0.0,246.0,3.0
KY,2020-10-20,2020,10,843.0,1162.0,1053.0,15.0
IA,2020-10-23,2020,10,573.0,518.0,704.0,8.0
ID,2020-09-28,2020,9,146.0,254.0,186.0,4.0
MO,2020-11-17,2020,11,2763.0,2211.0,3447.0,39.0
OR,2020-09-06,2020,9,171.0,499.0,215.0,0.0
NJ,2020-08-16,2020,8,265.0,24.0,268.0,9.0
MN,2020-02-03,2020,2,0.0,0.0,0.0,0.0
OR,2020-08-27,2020,8,172.0,467.0,223.0,1.0
SC,2020-10-20,2020,10,766.0,1161.0,962.0,16.0
ND,2020-09-09,2020,9,125.0,144.0,148.0,1.0
SC,2020-09-20,2020,9,773.0,1063.0,976.0,11.0
NJ,2020-11-29,2020,11,3195.0,1653.0,3748.0,30.0
OH,2020-10-06,2020,10,1371.0,3148.0,1728.0,10.0
UT,2020-08-17,2020,8,195.0,550.0,261.0,0.0
NH,2020-08-21,2020,8,42.0,187.0,52.0,0.0
NY,2020-11-18,2020,11,3312.0,4455.0,3822.0,29.0
ME,2020-10-29,2020,10,38.0,282.0,51.0,0.0
CA,2020-06-22,2020,6,154.0,0.0,154.0,43.0
ND,2020-07-28,2020,7,33.0,43.0,41.0,0.0
WA,2020-12-25,2020,12,1074.0,1118.0,1302.0,21.0
NM,2020-10-01,2020,10,129.0,373.0,169.0,0.0
MA,2020-09-24,2020,9,331.0,1001.0,407.0,0.0
TN,2020-06-30,2020,6,0.0,0.0,0.0,5.0
IA,2020-11-03,2020,11,809.0,563.0,992.0,21.0
WA,2020-10-30,2020,10,477.0,1199.0,596.0,5.0
NM,2020-06-14,2020,6,0.0,0.0,0.0,2.0
HI,2020-06-06,2020,6,0.0,0.0,0.0,0.0
KY,2020-12-04,2020,12,1814.0,1239.0,2233.0,37.0
WI,2020-06-06,2020,6,0.0,0.0,0.0,1.0
CO,2020-06-21,2020,6,0.0,0.0,0.0,0.0
WV,2020-06-10,2020,6,0.0,0.0,0.0,1.0
PA,2020-09-11,2020,9,1027.0,3268.0,1218.0,3.0
AZ,2020-09-27,2020,9,493.0,895.0,600.0,5.0
CO,2020-08-10,2020,8,414.0,696.0,523.0,5.0
DE,2020-11-19,2020,11,227.0,266.0,258.0,1.0
ME,2020-06-27,2020,6,0.0,0.0,0.0,1.0
MT,2020-06-12,2020,6,0.0,0.0,0.0,0.0
MI,2020-06-27,2020,6,0.0,0.0,0.0,1.0
VT,2020-12-20,2020,12,22.0,76.0,30.0,1.0
MS,2020-08-13,2020,8,957.0,609.0,1389.0,23.0
NE,2020-12-16,2020,12,675.0,406.0,857.0,10.0
NE,2020-08-02,2020,8,116.0,74.0,116.0,0.0
WV,2020-08-28,2020,8,216.0,603.0,278.0,2.0
WV,2020-08-05,2020,8,221.0,613.0,292.0,0.0
NV,2020-12-09,2020,12,1884.0,796.0,2247.0,28.0
UT,2020-11-25,2020,11,586.0,689.0,779.0,5.0
IA,2020-12-16,2020,12,772.0,500.0,923.0,11.0
ME,2020-06-23,2020,6,0.0,0.0,0.0,1.0
NY,2020-07-04,2020,7,3.0,0.0,3.0,5.0
MT,2020-11-02,2020,11,425.0,176.0,508.0,6.0
NM,2020-07-08,2020,7,0.0,0.0,0.0,0.0
OH,2020-06-11,2020,6,0.0,0.0,0.0,2.0
AR,2020-09-03,2020,9,628.0,961.0,892.0,6.0
VI,2020-06-19,2020,6,0.0,0.0,0.0,0.0
HI,2020-06-25,2020,6,0.0,0.0,0.0,0.0
NJ,2020-08-09,2020,8,280.0,18.0,284.0,6.0
WA,2020-11-06,2020,11,513.0,1195.0,639.0,8.0
MA,2020-11-27,2020,11,1057.0,974.0,1308.0,7.0
OR,2020-12-25,2020,12,542.0,530.0,652.0,5.0
PA,2020-06-28,2020,6,0.0,0.0,0.0,9.0
TX,2020-11-20,2020,11,8993.0,6658.0,11274.0,128.0
DE,2020-12-17,2020,12,483.0,291.0,543.0,6.0
VI,2020-12-23,2020,12,3.0,10.0,5.0,0.0
WA,2020-09-28,2020,9,402.0,1103.0,497.0,2.0
KY,2020-06-11,2020,6,0.0,0.0,0.0,20.0
GA,2020-07-30,2020,7,2766.0,1412.0,3467.0,31.0
HI,2020-11-02,2020,11,82.0,222.0,96.0,0.0
NY,2020-10-09,2020,10,1580.0,3618.0,1882.0,8.0
MI,2020-11-03,2020,11,2048.0,2426.0,2490.0,21.0
NJ,2020-06-25,2020,6,0.0,0.0,0.0,6.0
NC,2020-09-13,2020,9,1177.0,1845.0,1515.0,10.0
PA,2020-12-14,2020,12,6945.0,4060.0,8363.0,126.0
LA,2020-11-22,2020,11,944.0,1320.0,1229.0,11.0
DC,2020-07-01,2020,7,0.0,0.0,0.0,0.0
HI,2020-07-02,2020,7,0.0,0.0,0.0,0.0
NC,2020-09-04,2020,9,1083.0,1793.0,1413.0,18.0
VA,2020-08-22,2020,8,915.0,934.0,1130.0,11.0
VI,2020-10-28,2020,10,2.0,12.0,3.0,0.0
VT,2020-11-01,2020,11,5.0,86.0,6.0,0.0
AZ,2020-09-08,2020,9,622.0,991.0,805.0,11.0
VT,2020-08-11,2020,8,14.0,22.0,15.0,0.0
UT,2020-09-11,2020,9,173.0,587.0,222.0,0.0
VI,2020-12-05,2020,12,3.0,9.0,4.0,0.0
NE,2020-09-03,2020,9,203.0,418.0,250.0,4.0
AL,2020-04-06,2020,4,0.0,0.0,0.0,4.0
OK,2020-09-16,2020,9,560.0,906.0,769.0,6.0
LA,2020-09-24,2020,9,525.0,1325.0,721.0,4.0
NH,2020-08-05,2020,8,48.0,191.0,62.0,0.0
AK,2020-09-25,2020,9,52.0,131.0,68.0,2.0
IA,2020-06-05,2020,6,2.0,0.0,2.0,6.0
IL,2020-11-17,2020,11,5971.0,3021.0,7123.0,74.0
MN,2020-10-04,2020,10,511.0,996.0,647.0,4.0
WY,2020-12-02,2020,12,247.0,77.0,292.0,4.0
MA,2020-06-20,2020,6,0.0,0.0,0.0,22.0
OH,2020-11-22,2020,11,4649.0,3542.0,5710.0,40.0
DE,2020-11-20,2020,11,231.0,269.0,265.0,2.0
NC,2020-08-19,2020,8,1308.0,1895.0,1606.0,21.0
VT,2020-09-30,2020,9,4.0,90.0,4.0,0.0
VT,2020-08-09,2020,8,10.0,27.0,10.0,0.0
VT,2020-07-24,2020,7,15.0,24.0,16.0,0.0
PA,2020-10-21,2020,10,1480.0,3876.0,1802.0,9.0
PR,2020-07-02,2020,7,0.0,0.0,0.0,0.0
NV,2020-09-05,2020,9,599.0,622.0,769.0,10.0
CO,2020-10-22,2020,10,564.0,1048.0,739.0,6.0
ND,2020-08-01,2020,8,83.0,129.0,99.0,1.0
LA,2020-06-06,2020,6,445.0,0.0,445.0,11.0
NY,2020-11-13,2020,11,2762.0,4340.0,3251.0,17.0
MS,2020-12-08,2020,12,1186.0,792.0,1520.0,18.0
UT,2020-11-22,2020,11,566.0,646.0,747.0,3.0
AL,2020-03-19,2020,3,0.0,0.0,0.0,0.0
NV,2020-08-28,2020,8,735.0,628.0,911.0,8.0
UT,2020-09-02,2020,9,161.0,561.0,208.0,2.0
AR,2020-12-13,2020,12,1179.0,1052.0,1496.0,17.0
MO,2020-08-06,2020,8,856.0,1347.0,1133.0,15.0
KY,2020-06-24,2020,6,0.0,0.0,0.0,12.0
CO,2020-12-09,2020,12,1745.0,1297.0,2223.0,20.0
HI,2020-09-12,2020,9,183.0,185.0,215.0,1.0
ID,2020-08-05,2020,8,201.0,258.0,249.0,1.0
DE,2020-10-14,2020,10,163.0,239.0,192.0,1.0
LA,2020-09-23,2020,9,558.0,1342.0,755.0,4.0
VI,2020-06-21,2020,6,0.0,0.0,0.0,0.0
HI,2020-10-27,2020,10,85.0,233.0,99.0,1.0
MD,2020-03-17,2020,3,0.0,0.0,0.0,0.0
WI,2020-12-17,2020,12,1566.0,1260.0,1906.0,27.0
AL,2020-09-13,2020,9,969.0,1220.0,1292.0,16.0
MO,2020-07-25,2020,7,924.0,1309.0,1195.0,7.0
MT,2020-06-17,2020,6,0.0,0.0,0.0,0.0
AZ,2020-07-18,2020,7,2663.0,687.0,3249.0,42.0
DE,2020-07-10,2020,7,0.0,0.0,0.0,0.0
AK,2020-10-20,2020,10,74.0,155.0,93.0,1.0
MO,2020-11-15,2020,11,2495.0,2120.0,3125.0,41.0
AL,2020-12-15,2020,12,2472.0,1347.0,3116.0,31.0
RI,2020-06-06,2020,6,0.0,0.0,0.0,6.0
OK,2020-06-18,2020,6,2.0,0.0,2.0,0.0
NH,2020-08-11,2020,8,47.0,180.0,57.0,0.0
AL,2020-08-19,2020,8,1455.0,1288.0,1893.0,19.0
LA,2020-11-12,2020,11,692.0,1362.0,841.0,10.0
ME,2020-12-17,2020,12,236.0,281.0,289.0,3.0
AZ,2020-07-10,2020,7,0.0,0.0,0.0,29.0
IL,2020-11-25,2020,11,6356.0,3105.0,7587.0,88.0
OR,2020-11-30,2020,11,685.0,567.0,821.0,10.0
UT,2020-11-15,2020,11,528.0,647.0,710.0,2.0
CA,2020-10-01,2020,10,3170.0,5766.0,3949.0,43.0
NH,2020-08-02,2020,8,94.0,184.0,113.0,0.0
AL,2020-09-05,2020,9,1010.0,1253.0,1368.0,17.0
LA,2020-09-15,2020,9,621.0,1271.0,865.0,10.0
MO,2020-09-28,2020,9,1144.0,1863.0,1547.0,20.0
RI,2020-08-17,2020,8,82.0,126.0,90.0,5.0
OK,2020-11-28,2020,11,1614.0,1184.0,2038.0,35.0
NH,2020-07-13,2020,7,0.0,0.0,0.0,0.0
NH,2020-09-21,2020,9,33.0,185.0,39.0,0.0
ID,2020-09-27,2020,9,154.0,247.0,199.0,1.0
KY,2020-11-07,2020,11,1180.0,1178.0,1453.0,8.0
WA,2020-11-13,2020,11,602.0,1213.0,753.0,9.0
FL,2020-10-13,2020,10,2635.0,5085.0,3254.0,51.0
ID,2020-08-11,2020,8,209.0,253.0,249.0,0.0
AL,2020-10-08,2020,10,961.0,1254.0,1261.0,14.0
MD,2020-12-12,2020,12,1995.0,1201.0,2426.0,29.0
